iid,gcd,student_entity_id,total_minutes,content_progress
SOU2LT,GRADE2,9137325,2760,0.524
SOU2LT,GRADE1,9137396,1771,0.455
SOU2LT,GRADE1,9137463,1711,0.483
SOU2LT,GRADE1,9139506,1795,0.744
EIS2LR,GRADE1,9137290,992,0.476
EIS2LR,GRADE1,9085870,1644,0.572
EIS2LR,GRADE1,10586539,100,0.089
EIS2LR,GRADE1,9085926,1177,0.438
MAX2LN,GRADE1,9085647,0,0
MAX2LN,GRADE1,9140271,33,0.002
NEW2LN,GRADE2,9093329,132,0.032
NEW2LN,GRADE2,10386186,427,0.042
NEW2LN,GRADE1,9076839,70,0.042
NEW2LN,GRADE1,9085812,0,0
KIN2LR,GRADE1,9142900,1348,0.457
KIN2LR,GRADE1,9109774,4172,0.976
NEW2LN,GRADE1,9151615,0,0
NEW2LN,GRADE1,9092590,0,0
NEW2LN,GRADE1,9075786,0,0
NEW2LN,GRADE1,9151652,82,0.039
NEW2LN,GRADE1,9152035,7,0
NEW2LN,GRADE1,9151686,0,0
KIN2LR,GRADE1,9120159,833,0.394
NEW2LN,GRADE1,10229707,18,0
NEW2LN,GRADE1,9139367,0,0
NEW2LN,GRADE1,9101184,0,0
NEW2LN,GRADE1,9139342,96,0.049
NEW2LN,GRADE1,9121321,23,0.009
NEW2LN,GRADE1,9085590,27,0.011
NEW2LN,GRADE1,9137388,0,0
NEW2LN,GRADE1,9143247,23,0
NEW2LN,GRADE1,9119071,48,0.02
NEW2LN,GRADE1,9149400,59,0.033
NEW2LN,GRADE1,9085952,71,0.014
NEW2LN,GRADE1,9105158,0,0
NEW2LN,GRADE1,9082691,0,0
NEW2LN,GRADE1,9077885,0,0
NEW2LN,GRADE1,9072942,23,0.004
NEW2LN,GRADE1,9114180,54,0.037
NEW2LN,GRADE1,9075889,92,0.042
NEW2LN,GRADE1,9119030,50,0.03
NEW2LN,GRADE2,9151541,234,0.181
NEW2LN,GRADE1,9137730,29,0.023
NEW2LN,GRADE1,9075735,7,0.002
NEW2LN,GRADE1,9148989,17,0
NEW2LN,GRADE1,9106792,82,0.063
NEW2LN,GRADE1,9133783,43,0.023
NEW2LN,GRADE1,9075704,0,0
NEW2LN,GRADE1,9119078,1,0
NEW2LN,GRADE1,9151540,4,0
NEW2LN,GRADE1,9087349,0,0
NEW2LN,GRADE1,9077808,0,0
NEW2LN,GRADE1,9074004,11,0
NEW2LN,GRADE1,9118096,0,0
NEW2LN,GRADE1,9150652,92,0.033
NEW2LN,GRADE1,9068013,30,0.018
NEW2LN,GRADE1,9100772,0,0
NEW2LN,GRADE1,9151601,0,0
NEW2LN,GRADE1,9077792,0,0
NEW2LN,GRADE1,9152866,0,0
NEW2LN,GRADE1,9113241,16,0.007
RID2LT,GRADE2,9073724,0,0
BAY2LN,GRADE2,9149839,175,0.028
BAY2LN,GRADE2,9148762,11,0
BAY2LN,GRADE2,9141545,463,0.122
NEW2LN,GRADE1,9112961,0,0
NEW2LN,GRADE1,9140340,0,0
NEW2LN,GRADE1,9149836,0,0
NEW2LN,GRADE1,9076452,0,0
NEW2LN,GRADE1,9075950,80,0.033
NEW2LN,GRADE1,9075879,35,0.014
NEW2LN,GRADE1,9133800,234,0.108
NEW2LN,GRADE1,9079985,2,0
NEW2LN,GRADE1,9085943,40,0.014
NEW2LN,GRADE1,9100821,27,0.014
NEW2LN,GRADE1,9077380,32,0.002
NEW2LN,GRADE1,9117782,22,0
NEW2LN,GRADE1,9118097,158,0.096
NEW2LN,GRADE1,9149867,0,0
NEW2LN,GRADE1,9114179,0,0
NEW2LN,GRADE1,9153080,0,0
NEW2LN,GRADE1,9079266,0,0
NEW2LN,GRADE1,9112611,0,0
NEW2LN,GRADE1,9119107,0,0
NEW2LN,GRADE2,9172212,617,0.366
KIN2LR,GRADE1,9090169,2038,0.875
KIN2LR,GRADE1,9142894,4167,0.847
KIN2LR,GRADE1,9142873,2224,0.577
KIN2LR,GRADE1,9144336,1098,0.457
KIN2LR,GRADE1,9142316,2771,1
KIN2LR,GRADE1,9142204,5391,1
SAF2OD,GRADE1,10160008,905,0.138
SAF2OD,GRADE2,9138223,138,0.006
SAF2OD,GRADE1,9127760,1241,0.394
SAF2OD,GRADE2,9147269,1191,0.366
PIN2LV,GRADE2,9149702,0,0
PIN2LV,GRADE2,9150958,257,0.163
SHO2LM,GRADE2,9152900,1266,0.348
SHO2LM,GRADE1,10464138,553,0.15
SAF2OD,GRADE1,9595207,2562,1
BAY2LN,GRADE2,9123660,119,0.028
BAY2LN,GRADE2,9132036,343,0.086
BAY2LN,GRADE2,9080667,215,0.056
BAY2LN,GRADE2,9079565,226,0.136
BAY2LN,GRADE2,9146891,0,0
BAY2LN,GRADE2,9088520,235,0.03
RID2LT,GRADE2,9074290,32,0.006
MAR2LU,GRADE2,9142948,213,0.09
RID2LT,GRADE2,9121617,341,0.304
RID2LT,GRADE2,9170833,0,0
BAY2LN,GRADE2,9111976,216,0.106
RID2LT,GRADE2,9119086,15,0
MAR2LU,GRADE2,9088253,3286,1
MAR2LU,GRADE2,9088055,4835,1
MAR2LU,GRADE2,9150282,1959,0.626
MAR2LU,GRADE2,9147082,2202,0.542
MAR2LU,GRADE2,9080373,2186,0.848
MAR2LU,GRADE2,9080160,1624,0.653
MAR2LU,GRADE2,9113993,1493,0.645
MAR2LU,GRADE2,9129371,1435,0.367
MAR2LU,GRADE2,9080386,3140,0.955
MAR2LU,GRADE2,9080377,2813,1
MAR2LU,GRADE2,9088237,2591,0.745
KIN2LR,GRADE1,9152688,1300,0.889
KIN2LR,GRADE1,9149729,1990,0.84
KIN2LR,GRADE1,9147998,6053,1
KIN2LR,GRADE1,9077269,4470,1
KIN2LR,GRADE1,9138960,4242,1
KIN2LR,GRADE1,9076786,2146,0.755
KIN2LR,GRADE1,9142172,3234,1
KIN2LR,GRADE1,9142085,4412,1
KIN2LR,GRADE1,9069272,1680,0.628
KIN2LR,GRADE1,9138060,3420,0.84
KIN2LR,GRADE1,9117230,2852,1
KIN2LR,GRADE1,9115212,4659,0.903
KIN2LR,GRADE1,9100584,676,0.241
KIN2LR,GRADE1,9142177,0,0
KIN2LR,GRADE1,9142209,1372,0.46
NEW2LN,GRADE1,9143681,133,0.089
NEW2LN,GRADE1,9142213,145,0.042
NEW2LN,GRADE2,9068189,199,0.042
NEW2LN,GRADE2,9115160,91,0.048
NEW2LN,GRADE1,9140072,0,0
NEW2LN,GRADE1,9115101,0,0
NEW2LN,GRADE1,9140128,0,0
NEW2LN,GRADE1,9115026,76,0.007
NEW2LN,GRADE1,9126952,5,0
NEW2LN,GRADE1,9138224,46,0.023
KIN2LR,GRADE1,9142173,2961,1
MAR2LU,GRADE2,9147753,1297,0.203
MAR2LU,GRADE2,9101534,2583,0.907
MAR2LU,GRADE2,9084725,1708,0.875
MAR2LU,GRADE2,9141440,2516,0.691
MAR2LU,GRADE2,9151901,2039,0.526
MAR2LU,GRADE2,9148922,1504,0.441
MAR2LU,GRADE2,9140493,1250,0.243
MAR2LU,GRADE1,9143479,1377,0.371
MAR2LU,GRADE2,9080380,2754,1
RID2LT,GRADE2,9101489,561,0.264
RID2LT,GRADE2,9117369,52,0.006
RID2LT,GRADE2,9150755,29,0.01
RID2LT,GRADE2,9149437,0,0
RID2LT,GRADE2,9140553,0,0
KIN2LR,GRADE1,9141207,2765,0.744
KIN2LR,GRADE1,9087875,3453,1
KIN2LR,GRADE1,9090170,2586,0.898
KIN2LR,GRADE1,9121249,2144,0.598
KIN2LR,GRADE1,9118102,3971,1
KIN2LR,GRADE1,9116220,2043,0.898
KIN2LR,GRADE1,9142878,2461,0.898
KIN2LR,GRADE1,9153041,3381,1
KIN2LR,GRADE1,9140228,5665,1
KIN2LR,GRADE1,9140173,2272,1
KIN2LR,GRADE1,9117461,4505,1
KIN2LR,GRADE1,9083415,3238,1
KIN2LR,GRADE1,9142872,5218,1
KIN2LR,GRADE1,9140170,1434,0.42
KIN2LR,GRADE1,9140627,2411,1
KIN2LR,GRADE1,9117573,1134,0.34
NEW2LN,GRADE1,9142731,13,0
NEW2LN,GRADE1,9149907,0,0
NEW2LN,GRADE1,9077831,21,0.009
NEW2LN,GRADE1,9077920,106,0.025
NEW2LN,GRADE1,9076659,134,0.096
KIN2LR,GRADE1,9142922,3315,1
KIN2LR,GRADE1,9145321,3121,1
KIN2LR,GRADE1,9088391,2346,0.824
KIN2LR,GRADE1,9111231,339,0.061
NEW2LN,GRADE1,9147646,118,0.094
RID2LT,GRADE2,9128867,29,0.016
RID2LT,GRADE2,9138186,0,0
RID2LT,GRADE1,9138767,154,0.051
RID2LT,GRADE2,9099653,81,0.024
BAY2LN,GRADE2,9096350,543,0.334
RID2LT,GRADE2,9080137,80,0.022
RID2LT,GRADE2,9113213,0,0
RID2LT,GRADE2,9070943,53,0.034
RID2LT,GRADE2,9152352,86,0.018
RID2LT,GRADE2,9139185,0,0
RID2LT,GRADE2,9143918,27,0.014
RID2LT,GRADE2,9100874,36,0.016
RID2LT,GRADE2,9100949,6,0
RID2LT,GRADE2,9140744,51,0.024
RID2LT,GRADE2,9084748,527,0.356
BAY2LN,GRADE2,9116131,150,0.026
BAY2LN,GRADE2,9068933,91,0.018
BAY2LN,GRADE2,9126449,170,0.028
BAY2LN,GRADE2,9126706,140,0.024
BAY2LN,GRADE2,9152209,87,0.02
BAY2LN,GRADE2,9081123,286,0.169
BAY2LN,GRADE2,9092849,238,0.07
BAY2LN,GRADE2,9081246,71,0.006
BAY2LN,GRADE2,9081116,173,0.028
BAY2LN,GRADE2,9081345,58,0.004
BAY2LN,GRADE2,9114119,512,0.179
RID2LT,GRADE2,9095392,0,0
BAY2LN,GRADE2,9095874,506,0.239
BAY2LN,GRADE2,9092624,801,0.364
BAY2LN,GRADE2,9093618,8,0
BAY2LN,GRADE2,9093622,2652,0.873
BAY2LN,GRADE2,9096526,210,0.06
BAY2LN,GRADE2,9092689,93,0.022
BAY2LN,GRADE2,9092827,169,0.102
BAY2LN,GRADE2,9093708,57,0.008
BAY2LN,GRADE2,9095927,379,0.072
BAY2LN,GRADE2,9095560,393,0.149
BAY2LN,GRADE2,9151948,99,0.018
BAY2LN,GRADE2,9092973,183,0.096
BAY2LN,GRADE2,9091110,230,0.132
BAY2LN,GRADE2,9081255,48,0.002
BAY2LN,GRADE2,9126736,58,0.024
BAY2LN,GRADE2,9096017,94,0.002
RID2LT,GRADE2,9093671,228,0.102
BAY2LN,GRADE2,9096183,105,0.026
BAY2LN,GRADE2,9095742,76,0.032
BAY2LN,GRADE2,9072779,98,0.036
BAY2LN,GRADE2,9095474,210,0.106
BAY2LN,GRADE2,9095348,52,0.006
BAY2LN,GRADE2,9077175,795,0.487
BLA2LM,GRADE1,9102024,2815,1
BLA2LM,GRADE1,9143425,2285,0.551
BLA2LM,GRADE1,9143435,2011,0.873
BLA2LM,GRADE1,9143651,3726,1
BLA2LM,GRADE1,9101899,3152,1
SAN2OD,GRADE1,9101959,0,0
SAN2OD,GRADE2,9961574,839,0.161
SAN2OD,GRADE1,9143749,0,0
BLA2LM,GRADE1,9125762,2273,0.577
SAN2OD,GRADE1,9068449,2147,1
SAN2OD,GRADE1,9069021,2114,1
SAN2OD,GRADE1,9068905,1962,1
PAS2LN,GRADE1,9071784,2329,1
BLA2LM,GRADE1,9139463,2601,0.969
SAN2OD,GRADE1,9138469,1398,1
BLA2LM,GRADE1,9086318,1355,1
BLA2LM,GRADE2,9085834,3255,1
BLA2LM,GRADE1,9086010,2583,1
BLA2LM,GRADE1,9085879,2358,1
SAN2OD,GRADE1,9146605,2068,1
SAN2OD,GRADE1,9113634,695,0.265
BAY2LN,GRADE2,9096674,275,0.223
BAY2LN,GRADE2,9126371,85,0.056
BAY2LN,GRADE2,9093499,98,0.022
BAY2LN,GRADE2,9095268,262,0.132
RID2LT,GRADE2,9089614,33,0.014
BAY2LN,GRADE2,9081237,333,0.08
BAY2LN,GRADE2,9148147,865,0.254
BAY2LN,GRADE2,9092016,143,0.048
BAY2LN,GRADE2,9095022,659,0.366
BAY2LN,GRADE1,9114145,528,0.178
BAY2LN,GRADE2,9083056,195,0.088
BAY2LN,GRADE2,9092407,125,0.038
BAY2LN,GRADE2,9096714,509,0.165
BAY2LN,GRADE2,9096827,117,0.03
BAY2LN,GRADE2,9096007,60,0.016
BAY2LN,GRADE2,9092062,1174,0.489
BAY2LN,GRADE2,9101113,409,0.161
BAY2LN,GRADE2,9148502,128,0.04
BAY2LN,GRADE2,9126744,172,0.032
BAY2LN,GRADE2,9081187,300,0.104
BAY2LN,GRADE2,9081397,131,0.05
BAY2LN,GRADE2,9081278,5,0
BAY2LN,GRADE2,9093631,118,0.02
BAY2LN,GRADE2,9096093,347,0.092
BAY2LN,GRADE2,9093529,268,0.072
BAY2LN,GRADE2,9093653,242,0.086
MAX2LN,GRADE1,9085914,0,0
MAX2LN,GRADE1,9085960,0,0
MAX2LN,GRADE1,9085673,250,0.061
MAX2LN,GRADE1,9086511,398,0.244
EIS2LR,GRADE2,10222966,1487,0.366
MAX2LN,GRADE1,9148528,17,0.004
MAX2LN,GRADE1,9148224,67,0.023
MAX2LN,GRADE1,9148592,0,0
MAX2LN,GRADE1,9148908,0,0
EIS2LR,GRADE1,9148225,1807,0.842
EIS2LR,GRADE1,9149016,123,0.037
MAX2LN,GRADE1,9147716,1,0
EIS2LR,GRADE2,9101674,503,0.262
EIS2LR,GRADE2,9099505,1483,0.316
EIS2LR,GRADE1,9115463,1693,0.551
BAY2LN,GRADE2,9095494,234,0.11
BAY2LN,GRADE2,9095463,46,0
BAY2LN,GRADE2,9093665,89,0.034
BAY2LN,GRADE2,9092560,356,0.157
BAY2LN,GRADE2,9093379,214,0.106
BAY2LN,GRADE2,9093596,641,0.262
BAY2LN,GRADE2,9081141,825,0.366
BAY2LN,GRADE2,9081114,420,0.113
BAY2LN,GRADE2,9092640,1073,0.29
BAY2LN,GRADE2,9153027,33,0
BAY2LN,GRADE2,9074919,121,0.034
RID2LT,GRADE2,9120231,34,0.002
RID2LT,GRADE2,9114959,0,0
RID2LT,GRADE2,9137517,1527,0.366
MAR2LU,GRADE2,9084587,2521,0.891
MAR2LU,GRADE2,9084685,1982,0.661
MAR2LU,GRADE2,9140071,2829,0.707
MAR2LU,GRADE2,9137130,2456,0.859
RID2LT,GRADE2,9080701,0,0
RID2LT,GRADE2,9150960,81,0.046
BAY2LN,GRADE2,9107708,659,0.276
MAR2LU,GRADE2,9080748,1258,0.389
BAY2LN,GRADE2,9077829,582,0.247
MAR2LU,GRADE2,9148822,385,0.177
MAR2LU,GRADE2,9140754,1912,0.798
BAY2LN,GRADE2,9152186,185,0.117
RID2LT,GRADE2,9140964,0,0
RID2LT,GRADE2,9121414,131,0.082
BAY2LN,GRADE2,9135511,39,0.016
BAY2LN,GRADE2,9118340,129,0.032
BAY2LN,GRADE2,9070518,400,0.143
MAR2LU,GRADE2,9110947,1783,0.738
RID2LT,GRADE2,9075433,281,0.157
MAR2LU,GRADE2,9111467,2663,1
MAR2LU,GRADE2,9148045,2370,0.568
MAR2LU,GRADE2,9150909,1138,0.598
MAR2LU,GRADE2,9171034,2638,0.897
MAR2LU,GRADE2,9098981,1753,0.457
MAR2LU,GRADE2,9111643,1514,0.691
MAR2LU,GRADE2,9100774,2352,1
MAR2LU,GRADE2,9074231,2968,0.8
MAR2LU,GRADE2,9113155,3444,0.907
MAR2LU,GRADE2,9076094,2316,0.838
MAR2LU,GRADE2,9076122,1370,0.693
MAR2LU,GRADE2,9108426,2002,0.667
MAR2LU,GRADE2,9108846,2312,0.691
BAY2LN,GRADE2,9137968,115,0.024
MAR2LU,GRADE2,9108926,1297,0.691
MAR2LU,GRADE2,9070941,2059,1
MAR2LU,GRADE2,9101776,2544,0.443
MAR2LU,GRADE2,9119317,3525,0.743
MAR2LU,GRADE2,9076241,2262,1
MAR2LU,GRADE2,9108583,0,0
HIG2OC,GRADE1,9068946,2263,1
HIG2OC,GRADE1,9068958,3288,1
SKY2LU,GRADE1,9071001,49,0.033
BAR2LT,GRADE1,9138508,1293,0.354
BAR2LT,GRADE1,9138438,2612,0.924
SKY2LU,GRADE1,9137365,133,0.086
SKY2LU,GRADE1,9137320,0,0
HIG2OC,GRADE1,9137269,1265,0.748
SKY2LU,GRADE1,9139151,0,0
BAR2LT,GRADE1,9137336,2249,0.88
SKY2LU,GRADE1,9139109,93,0.033
BAR2LT,GRADE1,9137653,1293,0.586
SKY2LU,GRADE1,9138545,1014,0.457
BAR2LT,GRADE1,9085731,1535,0.88
SKY2LU,GRADE1,9085909,536,0.312
SKY2LU,GRADE1,9085883,69,0.032
HIG2OC,GRADE1,9146568,771,0.323
HIG2OC,GRADE1,9116193,331,0.176
HIG2OC,GRADE1,9086266,2104,0.76
BAR2LT,GRADE2,9142745,669,0.177
HIG2OC,GRADE1,9134251,2501,1
NEW2LN,GRADE1,9149319,3,0
NEW2LN,GRADE1,9149321,3,0
KIN2LR,GRADE2,9148837,3084,0.342
NEW2LN,GRADE1,9143409,0,0
NEW2LN,GRADE1,9143315,474,0.192
NEW2LN,GRADE1,9102572,7,0
NEW2LN,GRADE1,9115314,0,0
NEW2LN,GRADE1,10486299,0,0
NEW2LN,GRADE1,9102025,0,0
NEW2LN,GRADE1,9143702,0,0
NEW2LN,GRADE1,9101876,26,0
NEW2LN,GRADE1,9143262,3,0
NEW2LN,GRADE1,9143714,0,0
NEW2LN,GRADE1,9143675,1,0
NEW2LN,GRADE1,9139973,23,0
NEW2LN,GRADE1,9070914,0,0
NEW2LN,GRADE1,9068128,30,0.009
NEW2LN,GRADE1,9129686,82,0.063
NEW2LN,GRADE1,9068766,191,0.033
NEW2LN,GRADE1,9125879,0,0
KIN2LR,GRADE2,9070949,443,0.215
NEW2LN,GRADE1,9137306,0,0
MAR2LU,GRADE2,9111487,2856,0.895
MAR2LU,GRADE2,9089337,2415,1
MAR2LU,GRADE2,9138467,1401,0.427
MAR2LU,GRADE2,9076117,3139,1
MAR2LU,GRADE2,9109118,1367,0.411
MAR2LU,GRADE2,9108834,2077,0.971
MAR2LU,GRADE2,9111678,2189,0.669
MAR2LU,GRADE2,9077029,1980,0.602
MAR2LU,GRADE1,9135722,2872,1
MAR2LU,GRADE2,9119293,2228,0.953
MAR2LU,GRADE2,9110937,3327,1
MAR2LU,GRADE2,9076918,1271,0.397
MAR2LU,GRADE2,9076891,719,0.286
MAR2LU,GRADE2,9089377,691,0.336
MAR2LU,GRADE2,9089363,1331,0.263
MAR2LU,GRADE2,9138617,2185,0.693
RID2LT,GRADE2,9138839,96,0.054
RID2LT,GRADE2,9120157,0,0
RID2LT,GRADE2,9150562,0,0
RID2LT,GRADE2,9121241,23,0.014
RID2LT,GRADE2,9127327,2,0
RID2LT,GRADE2,9124293,61,0.028
BAY2LN,GRADE2,9077773,1445,0.681
RID2LT,GRADE2,9139847,0,0
RID2LT,GRADE2,9139627,14,0
RID2LT,GRADE2,9150584,0,0
RID2LT,GRADE2,9150582,30,0.01
RID2LT,GRADE2,9077425,0,0
RID2LT,GRADE2,9087827,497,0.328
BAY2LN,GRADE2,9152309,94,0.032
MAR2LU,GRADE2,9093198,2696,0.485
RID2LT,GRADE2,9087130,207,0.114
RID2LT,GRADE2,9135502,39,0.018
RID2LT,GRADE2,9153127,0,0
RID2LT,GRADE2,9086845,80,0.022
RID2LT,GRADE2,9082081,0,0
RID2LT,GRADE2,9079372,24,0.008
RID2LT,GRADE2,9119042,27,0.004
RID2LT,GRADE2,9079843,46,0.01
RID2LT,GRADE2,9141503,0,0
RID2LT,GRADE2,9141949,13,0
RID2LT,GRADE2,9083122,0,0
RID2LT,GRADE2,9134184,0,0
RID2LT,GRADE2,9081247,128,0.11
RID2LT,GRADE2,9075485,58,0.044
MAR2LU,GRADE2,9142579,1046,0.492
MAR2LU,GRADE2,9139582,3199,0.921
RID2LT,GRADE2,9080355,1,0
RID2LT,GRADE2,9080702,0,0
BAY2LN,GRADE2,9079360,799,0.369
MAR2LU,GRADE2,9148675,1516,0.366
RID2LT,GRADE2,9082287,199,0.167
RID2LT,GRADE2,9151690,0,0
RID2LT,GRADE2,9091681,36,0.02
RID2LT,GRADE2,9077797,67,0.018
RID2LT,GRADE2,9114073,4,0
RID2LT,GRADE2,9132010,28,0.004
RID2LT,GRADE1,9086430,0,0
RID2LT,GRADE2,9082291,18,0.004
RID2LT,GRADE2,9137912,382,0.191
MAR2LU,GRADE2,9149224,1131,0.502
BAY2LN,GRADE2,9148546,665,0.278
MAR2LU,GRADE2,9071674,2433,0.778
LAK2LM,GRADE2,9091104,0,0
WOO2LM,GRADE2,9141749,3196,1
BEL2LR,GRADE2,9142352,2210,0.739
BEL2LR,GRADE2,9139775,1301,0.324
LAK2LM,GRADE2,10478464,146,0.046
GAR2OD,GRADE1,9140010,2341,0.901
GAR2OD,GRADE2,9135803,2073,0.53
LAK2LM,GRADE2,10098161,378,0.125
WOO2LM,GRADE2,10557689,604,0.06
LAK2LM,GRADE2,10098155,91,0.034
LAK2LM,GRADE2,10444171,27,0
MEL2LN,GRADE2,9079316,91,0.026
MEL2LN,GRADE2,9078794,0,0
DOU2LN,GRADE2,9072351,733,0.26
PLU2LS,GRADE2,9078628,1762,0.941
PLU2LS,GRADE2,9078542,2444,0.975
BAY2LM,GRADE2,9117657,1774,1
PLU2LS,GRADE2,9115108,2111,0.443
PLU2LS,GRADE2,9090563,2929,0.592
MEL2LN,GRADE2,9071443,0,0
MEL2LN,GRADE2,9118821,69,0.01
PLU2LS,GRADE2,9166653,3660,0.889
CRO2LU,GRADE1,9126092,671,0.312
MEL2LN,GRADE2,9152095,612,0.189
FOR2OB,GRADE2,9120599,690,0.457
MEL2LN,GRADE2,9129795,0,0
PLU2LS,GRADE2,9126845,0,0
SHO2LM,GRADE1,9084957,1924,1
SAF2OD,GRADE2,9114148,1428,0.387
SAF2OD,GRADE2,9135879,2486,1
SHO2LM,GRADE2,9091912,3140,0.943
PIN2LV,GRADE2,9117531,0,0
SHO2LM,GRADE1,9091777,679,0.011
SAF2OD,GRADE1,9119985,2784,0.807
SHO2LM,GRADE1,9068321,2123,1
PIN2LV,GRADE1,9084966,25,0.007
SHO2LM,GRADE1,9085860,3560,1
PIN2LV,GRADE1,9091631,352,0.326
SHO2LM,GRADE1,9144066,2095,1
SHO2LM,GRADE1,9088902,1656,1
SHO2LM,GRADE1,10529186,461,0.455
SHO2LM,GRADE1,9112915,1672,1
SHO2LM,GRADE1,9088462,1667,0.88
SHO2LM,GRADE1,9070939,1746,0.95
PIN2LV,GRADE1,9150899,1052,0.386
PIN2LV,GRADE1,9080809,593,0.432
PON2LR,GRADE2,9072335,12,0
PON2LR,GRADE2,9071645,18,0
PON2LR,GRADE2,9091470,65,0.028
SKY2LS,GRADE2,9071489,1582,0.371
SKY2LS,GRADE2,9073975,1009,0.193
ORA2LT,GRADE2,9142347,1727,0.808
PON2LR,GRADE2,9142313,9,0
MIL2LT,GRADE2,9141512,332,0.116
SKY2LS,GRADE2,9106102,759,0.216
PON2LR,GRADE2,9117998,0,0
MIL2LT,GRADE2,9075165,656,0.346
SKY2LS,GRADE2,9078670,961,0.354
PON2LR,GRADE2,9112498,13,0
SKY2LS,GRADE2,9071428,1838,0.558
MIL2LT,GRADE2,9118736,974,0.439
MIL2LT,GRADE2,9151924,296,0.052
PON2LR,GRADE2,9113859,31,0.004
SKY2LS,GRADE2,9127539,1362,0.272
PIN2LV,GRADE1,9113834,1330,0.892
PIN2LV,GRADE1,9084116,337,0.185
PIN2LV,GRADE1,9137406,379,0.323
PIN2LV,GRADE1,9152916,122,0.101
PIN2LV,GRADE1,9084949,47,0.023
PIN2LV,GRADE1,9120502,0,0
PIN2LV,GRADE1,9114418,0,0
PIN2LV,GRADE1,9081566,0,0
PIN2LV,GRADE1,9079384,9,0.009
PIN2LV,GRADE1,9079989,200,0.152
PIN2LV,GRADE1,9087347,0,0
PIN2LV,GRADE1,9118347,0,0
PIN2LV,GRADE1,9117886,0,0
PIN2LV,GRADE1,9073154,399,0.197
PIN2LV,GRADE1,9075094,0,0
PIN2LV,GRADE1,9075149,0,0
PIN2LV,GRADE1,9084758,648,0.54
PIN2LV,GRADE1,9124928,0,0
PIN2LV,GRADE1,9142458,404,0.239
PIN2LV,GRADE1,9121505,1234,0.784
PIN2LV,GRADE1,9123298,125,0.025
PIN2LV,GRADE1,9123519,1152,0.856
PIN2LV,GRADE1,9114339,607,0.356
PIN2LV,GRADE1,9089058,44,0.007
PIN2LV,GRADE1,9149174,505,0.33
PIN2LV,GRADE1,9148696,278,0.15
PIN2LV,GRADE1,9148711,123,0.049
PIN2LV,GRADE1,9988087,10,0
PIN2LV,GRADE1,9089405,67,0.02
PIN2LV,GRADE1,9152714,33,0
PIN2LV,GRADE1,9114433,0,0
PIN2LV,GRADE1,9152327,238,0.164
PIN2LV,GRADE1,9152870,0,0
PIN2LV,GRADE1,9150996,0,0
PIN2LV,GRADE1,9151949,0,0
PIN2LV,GRADE1,9106617,52,0.03
PIN2LV,GRADE1,9089414,607,0.474
PIN2LV,GRADE1,9089411,651,0.326
PIN2LV,GRADE1,9081582,495,0.389
PIN2LV,GRADE1,9095406,169,0.082
PIN2LV,GRADE1,9135586,140,0.065
PIN2LV,GRADE1,9128723,123,0.037
PIN2LV,GRADE1,9113511,643,0.363
PIN2LV,GRADE1,9087435,7,0.002
PIN2LV,GRADE1,9074972,860,0.594
SAF2OD,GRADE1,9069248,1405,0.49
SHO2LM,GRADE1,9075596,1883,1
SAF2OD,GRADE1,9101872,2211,0.748
PIN2LV,GRADE1,9075987,5,0
SHO2LM,GRADE1,9152015,2238,1
SAF2OD,GRADE1,9140869,2184,1
SAF2OD,GRADE1,9595488,1506,0.302
SAF2OD,GRADE1,9595255,1356,0.711
SAF2OD,GRADE1,9595541,1503,0.142
SAF2OD,GRADE1,9595531,329,0.079
SAF2OD,GRADE1,9595215,2316,0.8
SAF2OD,GRADE1,9152748,1558,0.849
SAF2OD,GRADE1,9093410,1796,0.596
SAF2OD,GRADE1,9093509,1388,0.593
SAF2OD,GRADE1,9093512,2202,1
SAF2OD,GRADE1,9118118,1786,1
SAF2OD,GRADE1,9114746,1600,0.845
SAF2OD,GRADE1,9114628,1659,1
SAF2OD,GRADE1,9595386,1923,1
SAF2OD,GRADE1,9141195,1568,0.556
SAF2OD,GRADE1,9141199,2710,0.936
SAF2OD,GRADE1,9139793,1354,0.521
SAF2OD,GRADE1,9595404,2108,1
SAF2OD,GRADE1,9595566,1734,0.631
SAF2OD,GRADE1,9151086,1720,0.87
SAF2OD,GRADE1,9137350,2038,0.898
SAF2OD,GRADE1,9595348,1849,0.861
SAF2OD,GRADE1,9093479,1398,0.54
SAF2OD,GRADE1,9090469,1977,0.845
SAF2OD,GRADE1,9148979,1892,0.636
SAF2OD,GRADE1,9149060,1361,0.453
SAF2OD,GRADE1,9595394,1524,0.772
SAF2OD,GRADE1,9114648,1326,0.504
SAF2OD,GRADE1,9139887,1610,0.586
SAF2OD,GRADE1,9111485,0,0
CUR2OC,GRADE2,9149175,2512,0.765
CUR2OC,GRADE2,9093919,3524,0.955
CUR2OC,GRADE2,9140174,1087,0.13
CUR2OC,GRADE1,9117986,1532,0.734
CUR2OC,GRADE1,9118885,1485,0.614
CUR2OC,GRADE1,9101388,1884,0.821
CUR2OC,GRADE1,9113732,1370,0.842
CUR2OC,GRADE1,9075414,1427,0.605
CUR2OC,GRADE1,9147873,1643,0.589
CUR2OC,GRADE1,9077487,1877,1
CUR2OC,GRADE1,9117764,1844,0.791
CUR2OC,GRADE1,9149406,339,0.15
CUR2OC,GRADE1,9106046,2348,1
CUR2OC,GRADE1,9149876,2003,0.852
CUR2OC,GRADE1,9149868,3019,1
