iid,gcd,student_entity_id,total_minutes,content_progress
OZO2OC,GRADE2,9141079,1875,0.84
OZO2OC,GRADE2,9119768,1994,0.57
OZO2OC,GRADE2,9087769,2909,1
OZO2OC,GRADE2,9079670,2269,0.909
OZO2OC,GRADE2,9079704,197,0.056
OZO2OC,GRADE2,9079768,1794,1
OZO2OC,GRADE2,9079842,2886,0.74
OZO2OC,GRADE2,9090201,2917,1
OZO2OC,GRADE2,9141344,1049,0.483
OZO2OC,GRADE1,9135859,2146,1
OZO2OC,GRADE2,9150974,1665,0.614
OZO2OC,GRADE2,9138564,1971,0.681
OZO2OC,GRADE2,9080190,662,0.241
OZO2OC,GRADE2,9079602,2918,1
OZO2OC,GRADE2,9087981,3406,1
OZO2OC,GRADE2,9121689,2211,0.641
OZO2OC,GRADE1,9123734,1678,0.838
OZO2OC,GRADE2,9122724,1632,0.653
OZO2OC,GRADE2,9151066,661,0.359
OZO2OC,GRADE2,9150924,1406,0.3
OZO2OC,GRADE2,9090517,873,0.413
OZO2OC,GRADE2,9140307,2481,0.552
OZO2OC,GRADE2,9142933,1407,0.691
OZO2OC,GRADE2,9143273,3691,1
MIL2LT,GRADE2,9118499,3562,1
MIL2LT,GRADE2,9081668,1744,0.832
BEA2LM,GRADE2,9101990,1762,0.836
CAM2LM,GRADE1,10493094,1995,0.443
GUL2LM,GRADE2,9138614,631,0.366
GUL2LM,GRADE2,9115125,43,0.016
CAM2LM,GRADE2,9152014,0,0
WAL2LT,GRADE2,9095618,0,0
WAL2LT,GRADE2,9100822,1584,1
WAL2LT,GRADE2,9138652,1983,0.604
WAL2LT,GRADE2,9100382,1533,0.691
WAL2LT,GRADE2,9113845,1531,0.485
WAL2LT,GRADE2,9137590,2296,0.989
WAL2LT,GRADE2,9138727,1512,0.51
MIL2LT,GRADE2,9089105,363,0.122
MIL2LT,GRADE1,10272950,1132,0.549
HIG2LS,GRADE2,9114931,744,0.149
NOR2LM,GRADE2,9113163,1007,0.012
NOR2LM,GRADE2,9086621,994,0.036
CAM2LM,GRADE2,9151941,45,0.02
SEV2LM,GRADE2,9114469,3276,1
ORA2LT,GRADE2,9076098,1580,0.439
FUG2LT,GRADE2,9082865,0,0
GUL2LM,GRADE2,9075166,127,0.032
NOR2LN,GRADE2,9080868,3108,1
STA2LT,GRADE2,9142479,2835,0.872
MID2LM,GRADE2,9135776,204,0.05
STA2LT,GRADE2,9093685,2660,1
NOR2LN,GRADE1,9075745,1385,0.333
MID2LM,GRADE2,9152753,116,0.07
MID2LM,GRADE2,9110862,180,0.062
MID2LM,GRADE2,9151169,71,0.026
NOR2LN,GRADE2,9142296,1489,0.07
NOR2LN,GRADE2,9114379,982,0.229
NOR2LN,GRADE2,9141476,1573,1
NOR2LN,GRADE2,9141475,2353,1
NOR2LN,GRADE2,9090826,2114,0.366
NOR2LN,GRADE2,9119184,815,0.113
NOR2LN,GRADE2,9150359,2845,1
NOR2LN,GRADE2,9151351,2627,0.947
NOR2LN,GRADE2,9151350,3470,1
NOR2LN,GRADE2,9147717,1904,0.536
NOR2LN,GRADE2,9139135,2621,0.919
NOR2LN,GRADE2,9077108,2516,0.81
NOR2LN,GRADE2,10573639,252,0.128
MID2LM,GRADE2,9135037,2,0
STA2LT,GRADE2,9078099,3330,0.665
MID2LM,GRADE2,9149969,40,0.016
MID2LM,GRADE2,9133859,152,0.07
NOR2LN,GRADE2,9100781,2143,0.647
STA2LT,GRADE2,9147409,1567,0.993
STA2LT,GRADE2,9118008,2991,0.871
STA2LT,GRADE2,9141456,1580,0.35
STA2LT,GRADE2,9086575,1994,0.756
STA2LT,GRADE1,10229156,1618,0.568
STA2LT,GRADE2,9114864,166,0.018
STA2LT,GRADE2,9093179,2049,0.792
STA2LT,GRADE2,9144210,2241,1
STA2LT,GRADE2,9142641,1645,0.977
STA2LT,GRADE2,9119543,2456,0.675
STA2LT,GRADE2,9091628,2964,0.872
STA2LT,GRADE2,9123715,1779,0.979
STA2LT,GRADE2,9151592,2780,0.903
STA2LT,GRADE2,9144213,2184,0.782
STA2LT,GRADE2,9144212,2756,1
STA2LT,GRADE2,9090762,1116,0.54
STA2LT,GRADE2,9068953,0,0
STA2LT,GRADE2,9084167,2021,0.653
STA2LT,GRADE2,9136188,3460,0.879
STA2LT,GRADE2,9090761,2182,1
STA2LT,GRADE2,9090747,2716,1
STA2LT,GRADE2,9090733,261,0.14
STA2LT,GRADE2,9090741,1824,0.846
STA2LT,GRADE2,9249610,2757,0.893
STA2LT,GRADE2,9068569,1343,0.252
STA2LT,GRADE2,9140923,1669,0.881
STA2LT,GRADE2,9074151,2659,0.856
STA2LT,GRADE2,9151620,2454,0.893
GUL2LM,GRADE2,10098110,257,0.072
SAN2LR,GRADE2,9092177,1250,0.435
SAN2LR,GRADE2,9082986,0,0
GUL2LM,GRADE2,9151161,118,0.026
SAN2LR,GRADE2,9086054,130,0.028
SAN2LR,GRADE2,9150734,197,0.062
PLU2LS,GRADE2,9076832,1827,0.366
CRO2LU,GRADE2,9100379,0,0
SAN2LR,GRADE2,9099310,39,0
CAM2LM,GRADE1,10449525,2738,0.971
CAM2LM,GRADE1,10330002,1878,0.988
CAM2LM,GRADE2,10471713,1334,0.443
GUL2LM,GRADE2,9116077,287,0.02
CAM2LM,GRADE2,10296116,33,0.004
CYP2OC,GRADE2,9115127,860,0.282
CYP2OC,GRADE2,9115121,1288,0.33
AZA2LN,GRADE2,9147583,1476,0.607
AZA2LN,GRADE2,9139727,1131,0.173
AZA2LN,GRADE2,9091101,799,0.253
TAR2OC,GRADE2,10490920,551,0.27
BEL2LS,GRADE2,9112537,2485,0.935
STA2LT,GRADE2,9138265,2900,1
STA2LT,GRADE2,9152228,3208,0.564
STA2LT,GRADE2,9139284,2414,1
STA2LT,GRADE2,9113594,2714,1
STA2LT,GRADE2,9067996,13,0
MID2LM,GRADE2,9090382,0,0
MID2LM,GRADE2,9081073,45,0.022
NOR2LN,GRADE2,9084682,2764,1
MID2LM,GRADE2,9137645,183,0.06
NOR2LN,GRADE2,9137357,1069,0.26
MID2LM,GRADE2,9114266,578,0.288
MID2LM,GRADE2,9135222,104,0.036
NOR2LN,GRADE2,9101857,1669,0.421
MID2LM,GRADE2,9100286,0,0
MID2LM,GRADE2,9084266,574,0.369
MID2LM,GRADE2,9091243,115,0.06
MID2LM,GRADE2,9101143,0,0
NOR2LN,GRADE2,9143763,2016,0.562
MID2LM,GRADE2,9140936,438,0.131
STA2LT,GRADE2,9076908,978,0.491
MID2LM,GRADE2,9086217,198,0.14
MID2LM,GRADE2,9075824,40,0.01
MID2LM,GRADE2,9151087,386,0.171
STA2LT,GRADE2,9138748,2979,0.707
NOR2LN,GRADE1,9084708,1719,0.401
OZO2OC,GRADE2,9142901,2073,1
OZO2OC,GRADE2,9137685,1164,0.409
OZO2OC,GRADE2,9123728,896,0.594
OZO2OC,GRADE2,9076134,2371,1
OZO2OC,GRADE2,9123510,3161,0.617
OZO2OC,GRADE2,9140403,2014,1
OZO2OC,GRADE2,9090209,2806,0.887
OZO2OC,GRADE2,9143616,2522,0.846
OZO2OC,GRADE2,9135517,2178,0.875
OZO2OC,GRADE2,9090562,2142,0.802
OZO2OC,GRADE2,9076358,1061,0.687
OZO2OC,GRADE2,9080134,1707,0.487
OZO2OC,GRADE2,9140598,3444,1
OZO2OC,GRADE2,9108903,2344,1
OZO2OC,GRADE2,9143621,3588,1
OZO2OC,GRADE2,9080177,2807,0.909
OZO2OC,GRADE2,9123741,2427,0.633
OZO2OC,GRADE2,9115483,1587,0.471
OZO2OC,GRADE2,9115277,287,0.092
OZO2OC,GRADE2,9151579,2356,0.631
OZO2OC,GRADE2,9071649,1847,0.876
OZO2OC,GRADE2,10164787,1540,1
WAL2LT,GRADE2,9147333,3061,0.826
WAL2LT,GRADE2,9071346,2926,0.847
WAL2LT,GRADE1,9150845,1031,0.183
WAL2LT,GRADE2,9101381,141,0.002
WAL2LT,GRADE2,9143289,7,0
WAL2LT,GRADE2,9138724,1094,0.394
WAL2LT,GRADE2,9097970,2380,0.804
WAL2LT,GRADE2,9100618,2339,0.608
WAL2LT,GRADE2,9080339,2098,0.707
WAL2LT,GRADE2,9068880,1620,0.731
WAL2LT,GRADE2,9112468,2368,1
WAL2LT,GRADE2,9092770,286,0.092
WAL2LT,GRADE2,9092783,356,0.123
WAL2LT,GRADE2,9123705,1101,0.223
WAL2LT,GRADE2,9087841,1778,0.689
WAL2LT,GRADE2,9087176,1193,0.318
WAL2LT,GRADE2,9138723,1936,0.606
WAL2LT,GRADE2,9124581,881,0.149
WAL2LT,GRADE2,9088369,1619,0.435
WAL2LT,GRADE2,9148052,1805,0.856
WAL2LT,GRADE2,9149274,2324,1
WAL2LT,GRADE2,9135687,2887,1
WAL2LT,GRADE2,9114570,2907,1
NOR2LN,GRADE2,9127259,2394,0.881
NOR2LN,GRADE2,9115170,2559,0.816
NOR2LN,GRADE2,9115171,1266,0.31
NOR2LN,GRADE2,9075814,969,0.29
NOR2LN,GRADE2,9139595,2777,1
NOR2LN,GRADE2,9135581,2908,0.909
NOR2LN,GRADE2,9137893,1386,0.6
NOR2LN,GRADE2,9125865,2609,1
NOR2LN,GRADE2,9127267,2463,1
NOR2LN,GRADE2,9100399,3470,0.866
NOR2LN,GRADE2,9068038,1226,0.3
NOR2LN,GRADE2,9075589,2839,1
NOR2LN,GRADE2,9073900,3798,1
NOR2LN,GRADE2,9135684,1800,0.487
NOR2LN,GRADE2,9138649,1880,0.31
NOR2LN,GRADE2,9087078,3281,0.78
NOR2LN,GRADE2,9152407,2516,1
NOR2LN,GRADE2,9075435,1933,1
NOR2LN,GRADE2,9073227,884,0.112
NOR2LN,GRADE2,9115220,3083,0.895
NOR2LN,GRADE2,9115262,3381,0.629
NOR2LN,GRADE2,9151906,3914,0.864
NOR2LN,GRADE2,9143743,2398,1
NOR2LN,GRADE2,9075584,2552,1
NOR2LN,GRADE2,9140451,2224,1
NOR2LN,GRADE2,9153102,2269,0.919
NOR2LN,GRADE2,9140187,1493,0.366
NOR2LN,GRADE2,9148844,4574,0.864
NOR2LN,GRADE2,9152236,2589,1
NOR2LN,GRADE2,9075011,2216,1
NOR2LN,GRADE2,9149234,2702,0.862
NOR2LN,GRADE2,9127373,2366,1
NOR2LN,GRADE2,9121670,2055,0.875
NOR2LN,GRADE2,9127263,2652,1
NOR2LN,GRADE2,9121700,3744,0.955
NOR2LN,GRADE2,9127241,1740,0.691
NOR2LN,GRADE2,9075595,2282,0.903
NOR2LN,GRADE2,9140199,1399,0.524
NOR2LN,GRADE2,9140195,2207,0.568
NOR2LN,GRADE2,9086951,1917,0.445
NOR2LN,GRADE2,9143715,1874,0.651
NOR2LN,GRADE2,9150894,5172,1
NOR2LN,GRADE2,9135547,2319,1
NOR2LN,GRADE2,9068158,3333,1
NOR2LN,GRADE2,9127370,3096,1
NOR2LN,GRADE2,9153053,1669,0.489
NOR2LN,GRADE2,9143720,3376,1
NOR2LN,GRADE2,9127275,3211,1
NOR2LN,GRADE2,9125750,1592,0.683
NOR2LN,GRADE2,9092954,0,0
NOR2LN,GRADE2,9115183,2984,1
NOR2LN,GRADE2,9115208,3515,0.929
MID2LM,GRADE2,9113579,0,0
MID2LM,GRADE2,9075872,437,0.167
MID2LM,GRADE2,9139091,279,0.106
STA2LT,GRADE2,10447157,1802,0.747
MID2LM,GRADE2,9121683,277,0.136
STA2LT,GRADE2,9140437,2198,0.687
NOR2LN,GRADE2,9142805,1259,0.27
STA2LT,GRADE2,9143748,2431,0.953
STA2LT,GRADE2,9079441,2951,0.911
STA2LT,GRADE2,9080336,1948,0.55
STA2LT,GRADE2,9080338,1747,0.871
STA2LT,GRADE2,9087028,1691,0.761
STA2LT,GRADE2,9092312,2213,0.955
STA2LT,GRADE2,9092315,1564,0.661
STA2LT,GRADE2,9109916,2093,0.752
STA2LT,GRADE2,9102549,2178,0.913
STA2LT,GRADE2,9101579,2129,1
STA2LT,GRADE2,9085606,2121,0.844
STA2LT,GRADE2,9123744,1016,0.511
STA2LT,GRADE2,9139394,2069,1
STA2LT,GRADE2,9143100,2312,0.957
STA2LT,GRADE2,9142534,2713,1
CYP2OC,GRADE2,9141164,3061,1
FAI2LN,GRADE2,9081656,0,0
LEA2LN,GRADE2,9071913,2227,0.689
LEA2LN,GRADE1,9091004,1858,0.333
GUL2LN,GRADE2,9144436,1624,0.566
GUL2LN,GRADE2,9084804,1031,0.324
GUL2LN,GRADE2,9079413,2158,0.63
GUL2LN,GRADE2,9096977,1765,0.641
GUL2LN,GRADE2,9142442,1496,0.691
GUL2LN,GRADE2,9122753,1047,0.437
GUL2LN,GRADE2,9089276,1662,0.51
GUL2LN,GRADE2,9068664,1169,0.366
GUL2LN,GRADE2,9092465,1575,0.399
GUL2LN,GRADE2,9149067,2130,0.659
GUL2LN,GRADE2,9080532,3214,0.907
LEA2LN,GRADE2,9150532,2053,0.899
LEA2LN,GRADE2,9077899,3020,1
MAD2LM,GRADE2,9150176,2457,0.8
MAD2LM,GRADE2,9130420,2675,0.881
MAD2LM,GRADE2,9087424,1172,0.395
MAD2LM,GRADE2,9080948,2121,0.919
MAD2LM,GRADE2,9091674,2185,0.975
MAD2LM,GRADE2,9150830,1049,0.459
MAD2LM,GRADE2,9100807,1388,0.554
MAD2LM,GRADE2,9113489,2668,1
LEA2LN,GRADE2,9148949,2134,0.879
LEI2LS,GRADE2,9151702,1911,0.516
WAL2LT,GRADE2,9135514,1986,0.909
WAL2LT,GRADE2,9149153,1532,0.487
WAL2LT,GRADE2,9151090,2154,0.203
WAL2LT,GRADE2,9070742,1686,0.645
WAL2LT,GRADE2,9135715,1754,0.53
WAL2LT,GRADE2,9141825,2471,1
WAL2LT,GRADE2,9139223,0,0
WAL2LT,GRADE2,9070830,1761,0.425
WAL2LT,GRADE2,9088232,2016,1
WAL2LT,GRADE2,9135751,2699,1
WAL2LT,GRADE2,9149272,2719,0.796
WAL2LT,GRADE2,9088328,1222,0.51
WAL2LT,GRADE2,9148801,2006,0.711
WAL2LT,GRADE2,9139163,1925,0.625
WAL2LT,GRADE2,9152385,1738,0.687
WAL2LT,GRADE2,9139196,2127,0.957
WAL2LT,GRADE2,9071556,1766,0.437
WAL2LT,GRADE2,9150993,2121,0.596
WAL2LT,GRADE2,9151069,2169,0.649
WAL2LT,GRADE2,9152134,2242,0.713
WAL2LT,GRADE2,10286160,1362,0.439
WAL2LT,GRADE2,9072210,2266,1
WAL2LT,GRADE2,9074007,1097,0.391
LEA2LN,GRADE2,9090411,1744,0.477
LEA2LN,GRADE2,9100338,1676,0.536
PER2LN,GRADE2,9117692,2612,0.629
LEA2LN,GRADE2,9142673,2065,0.512
PER2LN,GRADE2,9100262,2331,0.695
PER2LN,GRADE2,9509075,3304,1
LEA2LN,GRADE2,9113776,2729,0.78
LEA2LN,GRADE2,9142957,0,0
LEA2LN,GRADE2,9081276,2266,0.786
PER2LN,GRADE1,9149681,3126,0.713
PER2LN,GRADE2,9080918,2950,0.784
PER2LN,GRADE2,9147096,2218,0.879
PER2LN,GRADE2,9114169,3155,1
PER2LN,GRADE2,9149664,3967,1
PER2LN,GRADE2,9149830,2030,0.947
PER2LN,GRADE2,9125074,3335,0.915
PER2LN,GRADE2,9100785,3508,1
PER2LN,GRADE2,9097075,2903,1
PER2LN,GRADE2,9142404,3019,1
PER2LN,GRADE2,9141074,3481,1
PER2LN,GRADE2,9149829,3397,1
PER2LN,GRADE2,9068174,1496,0.443
PER2LN,GRADE2,9149663,3072,1
PER2LN,GRADE2,9084246,2973,0.945
GUL2LN,GRADE2,9081516,2437,0.421
FRO2LS,GRADE2,9068395,381,0.135
FRO2LS,GRADE2,9104383,931,0.392
FRO2LS,GRADE2,9100986,319,0.074
FRO2LS,GRADE2,9068179,1030,0.449
FRO2LS,GRADE2,9084054,596,0.221
FRO2LS,GRADE2,9146967,289,0.132
FRO2LS,GRADE2,9095128,1029,0.352
LEI2LS,GRADE2,9138165,2403,0.487
LEI2LS,GRADE2,9089072,1535,0.604
TAR2OC,GRADE2,9138602,2282,0.693
LEI2LS,GRADE1,10558781,15,0
LEI2LS,GRADE2,10563012,128,0.026
LEI2LS,GRADE2,9088229,2381,1
TAR2OC,GRADE2,10490921,428,0.159
LEI2LS,GRADE2,9108914,1249,0.55
STA2LT,GRADE2,9079442,2751,1
STA2LT,GRADE2,9079464,2369,0.935
STA2LT,GRADE2,9143725,1425,0.538
STA2LT,GRADE2,9092300,1874,0.776
STA2LT,GRADE2,9087900,1897,0.671
STA2LT,GRADE2,9079403,2271,0.99
STA2LT,GRADE2,9080314,3816,0.949
STA2LT,GRADE2,9142573,2260,1
STA2LT,GRADE2,9119068,1782,0.872
STA2LT,GRADE2,9117699,2156,0.616
STA2LT,GRADE2,9101564,2086,1
STA2LT,GRADE2,9079520,1892,0.852
STA2LT,GRADE2,9113589,2549,0.854
STA2LT,GRADE2,9079431,2750,1
STA2LT,GRADE2,9079426,2359,0.911
STA2LT,GRADE2,9080329,2521,0.949
STA2LT,GRADE2,9079468,2882,0.943
STA2LT,GRADE2,9120193,3668,0.939
STA2LT,GRADE2,9118907,2081,0.975
STA2LT,GRADE2,9084027,2303,1
STA2LT,GRADE2,9142560,2724,1
STA2LT,GRADE2,9152902,1786,0.814
STA2LT,GRADE2,9080923,2810,0.637
STA2LT,GRADE2,9141943,1523,0.838
STA2LT,GRADE2,9143768,3609,0.959
MOU2LN,GRADE2,9094456,2809,0.288
LYN2LM,GRADE2,9100087,2543,0.901
GUL2LN,GRADE2,9069257,5274,1
GUL2LN,GRADE2,9142299,1289,0.687
GUL2LN,GRADE2,9089313,0,0
GUL2LN,GRADE2,9073625,2721,1
MAD2LM,GRADE2,9069201,2416,0.762
GUL2LN,GRADE2,9073469,1334,0.381
MAD2LM,GRADE2,9113542,1712,0.693
LEA2LN,GRADE2,9093690,2854,0.84
PER2LN,GRADE2,9110749,2239,0.572
LEA2LN,GRADE2,9080351,1627,0.481
LEA2LN,GRADE2,9142958,2968,0.889
LEA2LN,GRADE2,9151667,2028,0.971
PER2LN,GRADE2,9080445,2789,0.909
GUL2LN,GRADE2,9101240,1430,0.397
GUL2LN,GRADE2,9073057,1199,0.095
GUL2LN,GRADE2,9073222,1116,0.594
GUL2LN,GRADE2,9152212,2173,0.754
GUL2LN,GRADE2,9127409,2225,1
GUL2LN,GRADE2,9081379,1700,0.53
GUL2LN,GRADE2,9081274,3057,1
GUL2LN,GRADE2,9081244,2245,0.872
GUL2LN,GRADE2,9092864,2711,1
LYN2LM,GRADE2,9081082,1305,0.364
LYN2LM,GRADE2,9151967,3997,0.395
WES2LN,GRADE2,9120555,569,0.286
WES2LN,GRADE2,9595426,318,0.028
WES2LN,GRADE2,9138973,1276,0.506
FRO2LS,GRADE1,9509164,619,0.15
FRO2LS,GRADE2,9108281,567,0.13
FRO2LS,GRADE1,9127440,620,0.141
FRO2LS,GRADE2,9108271,599,0.137
FRO2LS,GRADE2,9068667,416,0.106
FRO2LS,GRADE2,9135219,372,0.143
FRO2LS,GRADE2,9088822,112,0.042
FRO2LS,GRADE2,9142959,150,0.05
FRO2LS,GRADE2,9076889,585,0.252
FRO2LS,GRADE2,9123731,0,0
FRO2LS,GRADE2,9086297,1641,0.388
FRO2LS,GRADE2,9096246,1599,0.623
FRO2LS,GRADE2,9079488,0,0
FRO2LS,GRADE2,9122072,483,0.165
FRO2LS,GRADE2,9076884,509,0.112
FRO2LS,GRADE2,9150874,729,0.113
FRO2LS,GRADE2,9088839,871,0.312
FRO2LS,GRADE2,9088825,4323,1
FRO2LS,GRADE2,9101098,453,0.034
FRO2LS,GRADE2,9068176,414,0.106
HOS2LS,GRADE2,9120201,179,0.064
FRO2LS,GRADE2,9135518,381,0.118
FRO2LS,GRADE2,9078546,591,0.221
FRO2LS,GRADE2,9080440,636,0.251
FRO2LS,GRADE2,9143717,138,0.076
FRO2LS,GRADE2,9080630,404,0.136
LYN2LM,GRADE2,9112892,2128,0.927
FRO2LS,GRADE2,9139617,201,0.028
FRO2LS,GRADE2,9142865,321,0.161
FRO2LS,GRADE2,9151073,819,0.213
FRO2LS,GRADE2,9143343,236,0.088
FRO2LS,GRADE2,9123733,338,0.124
FRO2LS,GRADE2,9135866,908,0.435
FRO2LS,GRADE2,9150917,698,0.183
FRO2LS,GRADE2,9079521,900,0.239
FRO2LS,GRADE2,9113387,741,0.397
FRO2LS,GRADE2,9151784,496,0.197
FRO2LS,GRADE2,9151777,1716,0.665
FRO2LS,GRADE2,9070197,308,0.163
FRO2LS,GRADE2,9148480,1155,0.348
FRO2LS,GRADE2,9092642,5,0
FRO2LS,GRADE2,9139647,2304,0.929
FRO2LS,GRADE2,9092627,298,0.082
FRO2LS,GRADE2,9141696,78,0.006
FRO2LS,GRADE2,9135462,567,0.201
FRO2LS,GRADE2,9139611,739,0.05
FRO2LS,GRADE2,9086860,321,0.024
FRO2LS,GRADE2,9151270,460,0.245
FRO2LS,GRADE2,9070745,21,0
FRO2LS,GRADE2,9143327,608,0.258
FRO2LS,GRADE2,9070838,276,0.072
FRO2LS,GRADE2,9143486,277,0.104
MOU2LN,GRADE2,9114968,2338,0.534
GUL2LN,GRADE2,9092823,1135,0.3
GUL2LN,GRADE2,9093652,746,0.217
GUL2LN,GRADE2,9092063,2340,0.784
GUL2LN,GRADE2,9092006,1687,0.689
GUL2LN,GRADE2,9095006,1181,0.619
GUL2LN,GRADE2,9084720,1483,0.812
GUL2LN,GRADE2,9092409,1685,0.868
GUL2LN,GRADE2,9092832,1005,0.298
GUL2LN,GRADE2,9095484,2210,0.997
GUL2LN,GRADE2,9091093,655,0.143
GUL2LN,GRADE2,9092822,681,0.06
GUL2LN,GRADE2,9092994,2619,1
GUL2LN,GRADE2,9123748,1689,0.256
GUL2LN,GRADE2,9127517,1981,1
GUL2LN,GRADE2,9081281,705,0.366
GUL2LN,GRADE2,9081375,848,0.369
GUL2LN,GRADE2,9075752,651,0.151
GUL2LN,GRADE2,9095311,1112,0.431
GUL2LN,GRADE2,9092096,3566,1
GUL2LN,GRADE2,9095215,688,0.26
GUL2LN,GRADE2,9092705,1603,0.661
GUL2LN,GRADE2,9092530,1423,0.62
GUL2LN,GRADE2,9091105,943,0.604
GUL2LN,GRADE2,9081133,853,0.112
GUL2LN,GRADE2,9081381,2337,1
GUL2LN,GRADE2,9075756,2420,0.887
GUL2LN,GRADE2,9087018,2559,1
LEA2LN,GRADE2,9126286,2607,0.489
LEA2LN,GRADE2,9137999,1021,0.205
LEA2LN,GRADE2,9142008,1110,0.247
LEA2LN,GRADE2,9068583,3017,1
LEA2LN,GRADE2,9142001,3161,1
LEA2LN,GRADE2,9140889,1861,0.526
LEA2LN,GRADE2,9138670,1252,0.546
LEA2LN,GRADE2,9137752,2635,0.866
LEA2LN,GRADE1,9135910,1324,0.234
LEA2LN,GRADE2,9071266,1306,0.53
LEA2LN,GRADE2,9071267,2906,1
LEA2LN,GRADE2,9140960,2483,0.77
LEA2LN,GRADE2,9140791,1922,0.572
LEA2LN,GRADE2,9074883,2117,0.929
LEA2LN,GRADE2,9135832,1735,0.536
LEA2LN,GRADE1,9074949,1741,0.847
LEA2LN,GRADE2,9071274,2231,0.582
LEA2LN,GRADE2,9068636,3530,1
LEA2LN,GRADE2,9074680,0,0
LEA2LN,GRADE2,9068344,3237,0.921
LEA2LN,GRADE2,9113152,1659,0.574
PER2LN,GRADE2,9085356,3110,0.899
LEA2LN,GRADE2,9140962,2343,0.691
FRO2LS,GRADE2,9086692,679,0.264
FRO2LS,GRADE2,9120306,293,0.064
FRO2LS,GRADE2,9139629,1023,0.294
FRO2LS,GRADE2,9079393,569,0.191
FRO2LS,GRADE2,9087166,210,0.114
FRO2LS,GRADE2,9149168,871,0.487
FRO2LS,GRADE2,9070172,366,0.096
FRO2LS,GRADE2,9120305,224,0.02
FRO2LS,GRADE2,9088764,100,0.012
FRO2LS,GRADE2,10098138,220,0.034
FRO2LS,GRADE2,9113519,157,0.056
FRO2LS,GRADE2,9077317,263,0.115
FRO2LS,GRADE2,9152602,234,0.08
FRO2LS,GRADE2,9149646,1775,0.272
FRO2LS,GRADE2,9142979,345,0.143
FRO2LS,GRADE2,9119864,665,0.29
FRO2LS,GRADE2,9148522,168,0.028
FRO2LS,GRADE2,9150291,876,0.211
FRO2LS,GRADE2,9147928,311,0.127
FRO2LS,GRADE2,9070767,583,0.231
FRO2LS,GRADE2,9139231,329,0.104
FRO2LS,GRADE2,9089198,430,0.161
FRO2LS,GRADE2,9071236,668,0.183
LAK2OC,GRADE2,10397181,1666,0.094
LEA2LN,GRADE2,9140853,2141,0.52
LEA2LN,GRADE2,9152905,2540,1
LEA2LN,GRADE1,9137715,1907,0.638
LEA2LN,GRADE2,9110941,3476,1
LEA2LN,GRADE2,9117338,2187,1
LEA2LN,GRADE2,9119466,1992,0.685
MAD2LM,GRADE2,9141964,1619,0.81
MAD2LM,GRADE2,9101930,3101,1
MAD2LM,GRADE2,9092351,2053,0.594
MAD2LM,GRADE2,9102707,1028,0.25
MAD2LM,GRADE2,9102508,1683,0.689
MAD2LM,GRADE1,9093185,1445,1
MAD2LM,GRADE2,9091776,1590,0.558
MAD2LM,GRADE2,9092265,1479,0.578
MAD2LM,GRADE2,9093107,931,0.294
MAD2LM,GRADE2,9081351,1453,0.707
MAD2LM,GRADE2,9081913,977,0.395
MAD2LM,GRADE2,9091268,2260,0.62
MAD2LM,GRADE2,9091531,1961,1
MAD2LM,GRADE2,9081937,1137,0.548
MAD2LM,GRADE2,9091182,909,0.435
MAD2LM,GRADE2,9091530,1718,0.602
MAD2LM,GRADE2,9091181,2841,0.931
MAD2LM,GRADE2,9093256,1808,0.558
MAD2LM,GRADE2,9091958,1540,0.79
ANO2LT,GRADE2,10093629,1518,0.417
ANO2LT,GRADE2,9123321,0,0
ANO2LT,GRADE2,9076252,1490,0.754
ANO2LT,GRADE2,9124461,491,0.141
ANO2LT,GRADE2,9068727,1868,0.693
MOU2LN,GRADE2,9170581,3677,1
MAD2LM,GRADE2,9093288,968,0.54
MAD2LM,GRADE2,9092173,1576,0.369
MAD2LM,GRADE2,9100793,1964,0.86
MAD2LM,GRADE2,9100788,2138,1
MAD2LM,GRADE2,9101973,1734,0.673
MAD2LM,GRADE2,9102530,1508,0.707
MAD2LM,GRADE2,9101892,3634,1
MAD2LM,GRADE2,9091249,1395,0.492
MAD2LM,GRADE2,9091209,1056,0.364
MAD2LM,GRADE2,9091697,1052,0.626
MAD2LM,GRADE2,9091759,2008,0.548
MAD2LM,GRADE2,9093119,1107,0.34
MAD2LM,GRADE2,9093429,1149,0.366
MAD2LM,GRADE2,9093284,2384,0.883
MAD2LM,GRADE2,9096931,2387,0.719
MAD2LM,GRADE2,9100792,2120,1
MAD2LM,GRADE2,9101901,2359,1
MAD2LM,GRADE2,9102700,690,0.344
MAD2LM,GRADE2,9102382,1329,0.54
MAD2LM,GRADE2,9072727,818,0.29
MAD2LM,GRADE2,9102403,2115,0.52
MAD2LM,GRADE2,9102624,1466,0.445
MAD2LM,GRADE2,9085958,1849,0.421
MAD2LM,GRADE2,9093574,2252,0.919
MAD2LM,GRADE2,9101754,1909,0.687
MAD2LM,GRADE2,9101958,2214,0.897
MAD2LM,GRADE2,9101908,990,0.528
DUN2OD,GRADE2,9139032,867,0.3
LYN2LM,GRADE2,10514515,312,0.09
MOU2LN,GRADE2,9088996,2171,1
LEI2LS,GRADE2,9138051,2177,0.35
MAD2LM,GRADE2,9093220,814,0.358
MAD2LM,GRADE2,9093124,990,0.425
MAD2LM,GRADE2,9092215,2634,1
MAD2LM,GRADE2,9091293,1749,0.77
MAD2LM,GRADE2,9081346,1287,0.318
MAD2LM,GRADE2,9091177,1640,0.572
